"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BHARATFIN","EQ","19-Jan-2017","        685.10","        681.10","        686.40","        674.20","        679.00","        679.25","        679.81","    1788604","          1215918839.70","      30386","     199853","         11.17"
"BHARATFIN","EQ","20-Jan-2017","        679.25","        675.00","        687.00","        660.10","        664.60","        663.90","        675.21","    2310058","          1559780043.95","      44213","     295689","         12.80"
"BHARATFIN","EQ","23-Jan-2017","        663.90","        666.90","        676.20","        657.40","        673.35","        669.70","        667.29","    2055300","          1371484251.85","      52558","     332101","         16.16"
"BHARATFIN","EQ","24-Jan-2017","        669.70","        675.70","        683.10","        671.95","        675.90","        678.35","        677.71","    2159190","          1463302603.50","      39237","     722268","         33.45"
"BHARATFIN","EQ","25-Jan-2017","        678.35","        698.00","        764.40","        691.05","        742.75","        749.15","        734.24","   13929459","         10227547547.80","     194660","    1976869","         14.19"
"BHARATFIN","EQ","27-Jan-2017","        749.15","        745.00","        764.80","        738.20","        741.40","        742.75","        750.51","    3989192","          2993935034.95","      97420","    1056796","         26.49"
"BHARATFIN","EQ","30-Jan-2017","        742.75","        740.00","        744.70","        722.20","        738.90","        738.50","        733.64","    2439539","          1789749737.35","      43520","     412826","         16.92"
"BHARATFIN","EQ","31-Jan-2017","        738.50","        741.40","        761.90","        733.00","        734.30","        735.85","        748.41","    3390154","          2537236208.30","      55398","     635743","         18.75"
"BHARATFIN","EQ","01-Feb-2017","        735.85","        741.65","        807.40","        731.55","        805.00","        801.50","        774.16","    7756676","          6004932391.50","     144799","    1668781","         21.51"
"BHARATFIN","EQ","02-Feb-2017","        801.50","        805.00","        853.50","        793.30","        822.00","        823.70","        824.98","   14107736","         11638643375.05","     225760","    2180125","         15.45"
"BHARATFIN","EQ","03-Feb-2017","        823.70","        829.80","        843.80","        828.00","        836.10","        835.55","        836.38","    3464742","          2897856144.20","      53531","     772994","         22.31"
"BHARATFIN","EQ","06-Feb-2017","        835.55","        843.10","        845.15","        819.05","        825.00","        824.95","        828.35","    2109145","          1747105825.70","      44927","     456451","         21.64"
"BHARATFIN","EQ","07-Feb-2017","        824.95","        825.00","        838.85","        813.25","        823.00","        823.15","        827.45","    2647012","          2190274100.45","      51062","     718265","         27.13"
"BHARATFIN","EQ","08-Feb-2017","        823.15","        829.25","        829.25","        798.70","        819.90","        818.00","        814.67","    2812967","          2291635018.85","      60855","    1069024","         38.00"
"BHARATFIN","EQ","09-Feb-2017","        818.00","        822.10","        829.75","        812.00","        818.00","        815.95","        818.68","    2370002","          1940271774.95","      51092","     925462","         39.05"
"BHARATFIN","EQ","10-Feb-2017","        815.95","        820.70","        826.40","        811.40","        816.70","        816.85","        818.65","    1297063","          1061837708.25","      25484","     382490","         29.49"
"BHARATFIN","EQ","13-Feb-2017","        816.85","        819.95","        834.00","        813.50","        830.95","        829.60","        825.34","    2280429","          1882138934.20","      41391","     369419","         16.20"
"BHARATFIN","EQ","14-Feb-2017","        829.60","        834.25","        841.95","        827.60","        834.90","        836.95","        835.94","    1883427","          1574434769.50","      34360","     295971","         15.71"
"BHARATFIN","EQ","15-Feb-2017","        836.95","        839.85","        846.70","        808.80","        820.50","        819.85","        827.53","    2462226","          2037572059.10","      40994","     486542","         19.76"
"BHARATFIN","EQ","16-Feb-2017","        819.85","        822.50","        839.90","        813.00","        837.75","        836.75","        825.49","    1855262","          1531492734.30","      33656","     498114","         26.85"
"BHARATFIN","EQ","17-Feb-2017","        836.75","        840.95","        876.70","        834.00","        866.85","        868.30","        860.92","    4722222","          4065452585.75","      79673","     770740","         16.32"
"BHARATFIN","EQ","20-Feb-2017","        868.30","        871.00","        878.45","        861.50","        870.00","        871.35","        872.05","    2273723","          1982789446.40","      47934","     651740","         28.66"
"BHARATFIN","EQ","21-Feb-2017","        871.35","        875.40","        876.70","        865.25","        870.40","        869.80","        870.25","    1788655","          1556576563.50","      22989","     743929","         41.59"
"BHARATFIN","EQ","22-Feb-2017","        869.80","        874.15","        874.15","        853.00","        862.00","        863.15","        861.67","    1309160","          1128061065.70","      35257","     169917","         12.98"
"BHARATFIN","EQ","23-Feb-2017","        863.15","        863.15","        884.85","        862.95","        869.80","        870.40","        874.95","    2709473","          2370649202.35","      40288","     746586","         27.55"
"BHARATFIN","EQ","27-Feb-2017","        870.40","        865.15","        867.70","        835.15","        850.00","        851.80","        852.71","    2602275","          2218989619.55","      41731","     680368","         26.15"
"BHARATFIN","EQ","28-Feb-2017","        851.80","        852.90","        860.00","        841.10","        842.10","        843.85","        849.75","    1909431","          1622532640.85","      43846","     691699","         36.23"
"BHARATFIN","EQ","01-Mar-2017","        843.85","        847.95","        851.90","        815.40","        818.00","        818.40","        828.65","    3071494","          2545207105.10","      60237","    1183496","         38.53"
"BHARATFIN","EQ","02-Mar-2017","        818.40","        825.90","        829.80","        757.45","        797.00","        794.80","        796.08","    9752649","          7763883327.35","     163004","    2357206","         24.17"
"BHARATFIN","EQ","03-Mar-2017","        794.80","        798.00","        815.45","        774.15","        814.00","        807.75","        792.86","    4376694","          3470110137.00","      68115","     527559","         12.05"
"BHARATFIN","EQ","06-Mar-2017","        807.75","        818.00","        825.30","        796.60","        797.25","        802.50","        810.68","    2796656","          2267191125.55","      47070","     573752","         20.52"
"BHARATFIN","EQ","07-Mar-2017","        802.50","        770.00","        819.15","        753.95","        816.60","        816.25","        792.62","   12237347","          9699513130.40","     157014","    2219584","         18.14"
"BHARATFIN","EQ","08-Mar-2017","        816.25","        815.70","        859.95","        808.15","        853.00","        851.80","        836.88","   11400881","          9541126360.95","     164965","    2746260","         24.09"
"BHARATFIN","EQ","09-Mar-2017","        851.80","        853.00","        862.20","        836.50","        838.00","        839.45","        847.35","    5463380","          4629417459.50","      95497","    1014482","         18.57"
"BHARATFIN","EQ","10-Mar-2017","        839.45","        840.00","        859.70","        822.25","        824.75","        828.65","        840.59","    6826605","          5738368770.65","     100507","    2149804","         31.49"
"BHARATFIN","EQ","14-Mar-2017","        828.65","        850.00","        850.00","        809.30","        810.30","        811.90","        823.56","    4766541","          3925548017.00","      96525","    1592516","         33.41"
"BHARATFIN","EQ","15-Mar-2017","        811.90","        809.00","        824.25","        796.10","        802.00","        801.90","        812.45","    4101219","          3332031548.75","      77028","     768205","         18.73"
"BHARATFIN","EQ","16-Mar-2017","        801.90","        812.00","        813.80","        798.60","        806.00","        805.10","        806.16","    4294175","          3461803037.50","      67568","    1049537","         24.44"
"BHARATFIN","EQ","17-Mar-2017","        805.10","        808.50","        838.80","        808.05","        831.00","        832.45","        829.51","    8661840","          7185078911.00","     107339","    2941428","         33.96"
"BHARATFIN","EQ","20-Mar-2017","        832.45","        834.70","        838.80","        820.00","        820.20","        826.20","        830.45","    2564300","          2129529744.65","      46024","     853260","         33.27"
"BHARATFIN","EQ","21-Mar-2017","        826.20","        827.50","        832.00","        806.30","        830.00","        825.55","        822.57","    3391690","          2789899169.65","      83716","    1283486","         37.84"
"BHARATFIN","EQ","22-Mar-2017","        825.55","        824.70","        832.00","        802.00","        807.25","        805.85","        815.49","    3793234","          3093351150.25","     113339","    1201518","         31.68"
"BHARATFIN","EQ","23-Mar-2017","        805.85","        815.00","        846.00","        813.90","        840.70","        841.65","        830.88","    8690126","          7220491542.70","     114590","    3917299","         45.08"
"BHARATFIN","EQ","24-Mar-2017","        841.65","        845.00","        852.70","        832.30","        845.00","        844.00","        841.76","    3754787","          3160630048.50","      62422","     930882","         24.79"
"BHARATFIN","EQ","27-Mar-2017","        844.00","        849.50","        862.00","        842.10","        856.00","        857.30","        853.70","    4101344","          3501322315.00","      53859","    1376291","         33.56"
"BHARATFIN","EQ","28-Mar-2017","        857.30","        870.00","        876.80","        790.90","        829.00","        835.65","        835.79","   11547962","          9651681770.05","     165490","    1888354","         16.35"
"BHARATFIN","EQ","29-Mar-2017","        835.65","        830.20","        841.95","        796.00","        798.00","        802.90","        818.66","    9445484","          7732658055.40","     165673","    2496147","         26.43"
"BHARATFIN","EQ","30-Mar-2017","        802.90","        808.00","        828.00","        803.10","        810.00","        807.30","        814.33","    9134523","          7438526962.25","     116013","    3629960","         39.74"
"BHARATFIN","EQ","31-Mar-2017","        807.30","        814.85","        818.80","        803.55","        808.00","        808.40","        810.09","    2781475","          2253250445.20","      46850","     730573","         26.27"
"BHARATFIN","EQ","03-Apr-2017","        808.40","        815.95","        823.80","        810.00","        818.00","        818.30","        817.63","    2131977","          1743166935.25","      35454","     564923","         26.50"
"BHARATFIN","EQ","05-Apr-2017","        818.30","        810.00","        810.00","        785.60","        797.00","        796.95","        799.48","    5753905","          4600160317.80","      79387","    2287009","         39.75"
"BHARATFIN","EQ","06-Apr-2017","        796.95","        797.00","        802.65","        763.05","        769.95","        773.15","        776.64","    7461301","          5794770876.85","     132755","    2590099","         34.71"
